,service_type,p-value,direction
3347,Primary Care Coalition Center (PCC) Medbank,0.8490479805758658,0.0714285714285714
3348,PERC Test,0.8500163508136425,-0.22857142857142865
3349,Bagged Parking Meter,0.8516723090399383,-0.1142857142857141
3350,Alert Montgomery Enrollment,0.8528515654498869,-0.1142857142857141
3351,Rank on the Housing Path Waiting List,0.8538100392953477,0.04285714285714293
3352,Pool Locations and Hours of Operation,0.8538236740443201,0.24285714285714288
3353,Permit for Driveway on Private Property Not Near the Road,0.8543463770229822,0.10000000000000009
3354,M-NCPPC Montgomery Planning Commission - Zoning,0.8545768209498291,-0.18571428571428594
3355,"Documentation for Food Stamps, Temporary Cash Assistance (TCA), Medicaid and Temporary Disability Assistance Program",0.8547198369797842,0.4285714285714288
3356,Reassign Foilage Work Order or Prune Back Vegetation Brush or Bushes from ROW,0.8555326595014783,-0.05714285714285716
3357,Smoking Ban Regulations and Complaints,0.8569161774893628,-0.15714285714285703
3358,Consolidated In-Home Services,0.8571154014406221,0.04285714285714287
3359,Damaged Traffic Infrastructure Call From Insurance Company,0.8571154014406223,0.04285714285714287
3360,Montgomery County Composting Facility Questions,0.8571154014406223,0.04285714285714287
3361,Bodyworks Establishments License and Complaints,0.8571154014406223,0.04285714285714287
3362,Earned Income Credit (EIC) Payment Schedule,0.8596304923665764,-1.8142857142857132
3363,Tax Payment Convenience or Service Fees,0.8612230210119689,-0.05714285714285705
3364,Updates to the Address on a Tax Bill,0.8613011754503779,-1.5857142857142819
3365,Next Step in MPDU Homeownership Program Following Completion of the First Time Homebuyer Class,0.8613414351368975,-0.1142857142857141
3366,Retiree (ERS) - Tax Withholding Forms,0.8615378740139091,0.2571428571428571
3367,Moving Assistance or Storage - Silver Spring,0.864523665662075,0.1142857142857141
3368,Earned Income Credit EIC Refund,0.8657285404413472,-10.057142857142864
3369,Basement  Emergency Egress Windows,0.8669634757844868,-0.18571428571428594
3370,Energy and Environmental Design-Property Tax Credit Description (Green Buildings),0.8672994073495206,-0.08571428571428574
3371,Literature Items - Residential Trash and Recycling,0.8673406549544652,9.399999999999977
3372,Board of Appeals (BOA) General Operating Information,0.868169668849188,-0.05714285714285705
3373,Dry Well Requirements for Permitting and Inspections,0.8681696688491882,-0.05714285714285705
3374,Conduct Business with Montgomery County,0.8682369783101307,-0.18571428571428594
3375,"First Month's Rent, Security Deposit - Germantown",0.8686029564060181,0.8142857142857132
3376,Reporting a Nuisance Wildlife Problem,0.869054714770914,0.7428571428571438
3377,Checking a Licensee's Delivery Day,0.8697731970271538,0.5142857142857142
3378,Disability Priority Listing and the Housing Opportunities Commission (HOC),0.8702302931790346,0.04285714285714287
3379,M-NCPPC Park Maps,0.8702302931790346,0.04285714285714287
3380,Use of Performance Bond for Posting of Bond for Permit,0.8702302931790346,0.04285714285714287
3381,Application or Renewal of an Auto Repair or Towing Facility Certificate of Registration,0.8702302931790346,0.04285714285714287
3382,Permit Requirement for Dumpster or Pod in the Right of Way or Driveway,0.8703365779285818,0.40000000000000036
3383,Maximum Number of Pets Allowed in a Home,0.8705139424016392,-0.05714285714285716
3384,United States Post Office Information,0.8720300025685332,-0.40000000000000036
3385,Hazardous Waste Disposal Questions,0.8736789704906127,-0.10000000000000009
3386,County Cable Providers,0.8740003264171223,1.3142857142857167
3387,Cart Pick-Up,0.8743159795363535,0.6571428571428584
3388,New Sidewalk Request or Complaint,0.8743327535485046,-0.18571428571428594
3389,Employee - Group Insurance Upon Retirement,0.8756458167432956,0.15714285714285658
3390,Dying Trees,0.8758308647909605,0.05714285714285705
3391,Master Electrician's Original Signature Required on Electrical Application (as of 07.05.2016 Electrical Permits must be applied for online / Paper applications no longer accepted),0.8793670415735936,-0.04285714285714293
3392,"Purchasing, Planting and Caring for Trees",0.8793670415735938,0.04285714285714287
3393,Child or Adolescent Acting Out,0.8793670415735938,0.04285714285714287
3394,Tall Grass on Private Property Where the Property is Occupied,0.8805785754475184,-4.142857142857146
3395,Reconnect Residential Electrical Service,0.8919704734149643,-0.08571428571428541
3396,Site Plan - Defined,0.8921185131837281,-0.05714285714285716
3397,Montgomery County Office of Inspector General,0.8931413232121543,-0.04285714285714293
3398,Roots in Sewer Line,0.8948261559282638,-0.028571428571428525
3399,Municipalities Whose Taxes are Collected by Montgomery County,0.8968587984723281,-0.0714285714285714
3400,Complaint About Room Rental,0.8982007149317611,-0.12857142857142856
3401,County Pool Inspection Schedule,0.8989618112071986,-0.04285714285714293
3402,No Heat in a Rental Unit,0.8999603379227561,-0.0714285714285714
3403,Employee - Open Enrollment Submission Deadline,0.9006310356122273,0.08571428571428574
3404,Room Rental Transient Tax Information,0.9018232018839765,0.05714285714285705
3405,Changing Deferred Compensation Beneficiary Form,0.9024556084742487,-0.0714285714285714
3406,Selling a MPDU Before the Control Period has Expired,0.9030699372271738,0.05714285714285716
3407,Tenant (Renters) Rights,0.9030699372271739,-0.05714285714285705
3408,Payment In Lieu of Taxes (PILOT),0.904030724860152,-0.04285714285714293
3409,Alarms - Panic/Duress/Holdup/Burglar/General,0.9040307248601522,0.04285714285714287
3410,Address of Police Headquarters,0.9044624280817235,-0.08571428571428541
3411,Canceling a Line Item for Stock Items,0.904727882025857,-0.1714285714285717
3412,Reporting Animal Cruelty to the Montgomery County Police,0.9054277409935785,-0.028571428571428525
3413,Journeyman Electrician Applicants Approved for Licensure,0.9054277409935785,-0.028571428571428525
3414,AccessMCG (iRecruitment) - Save Application Prior to Completing,0.9054277409935785,-0.028571428571428525
3415,Application Process for Obtaining a Electrical Contractor's Business License,0.906074355901964,0.3285714285714292
3416,Diseased Trees on Private Property,0.9061830544026253,-0.07142857142857162
3417,Homeowner Principal Residency Change,0.9066421441502877,0.4142857142857146
3418,Location of Septic Field on Private Property,0.907768554240917,-0.128571428571429
3419,Vacuum Leaf Collection Schedule and Notification,0.9093051723383083,-7.885714285714286
3420,Twelve (12) step meetings AA Al-Anon NA ACOA,0.9106129843730123,0.04285714285714293
3421,Maryland Children's Health Program Premium Payments,0.9106129843730123,0.04285714285714293
3422,Masked Calls Appearing to be From County Phone Numbers,0.9109608243392937,-0.04285714285714293
3423,AccessMCG (OHR Retiree Health Insurance) - Didn't Receive or Can't Find Letter With Temporary Login Username & Temporary Password,0.9112618764618066,-0.07142857142857162
3424,Types of Mechanical Work That Do Not Require a Permit,0.9120829330795155,-0.05714285714285716
3425,Obtain Copy of Montgomery County Government's W-9 Form,0.9121213253432268,-0.08571428571428585
3426,Correspondence or Citation Received from The Licensing and Registration Office,0.9122677742903089,-1.0
3427,Employee - Open Enrollment Confirmation of Changes,0.9122995859409013,0.2285714285714282
3428,Food Borne Illness or Food Poisoning,0.9134439437987025,0.12857142857142856
3429,Location of Parking Garages Near Metro,0.9139727875118566,-0.028571428571428525
3430,Family Law or Women's Rights legal Questions,0.9139727875118566,-0.028571428571428525
3431,"Documentation for Landlord or Property Owner to Verify Financial Eligibility for an Apartment, Discrimination Complaint",0.9139727875118566,-0.028571428571428525
3432,Leaf Vacuum Missed Street,0.9141956580221748,2.557142857142857
3433,"Pre-Construction Meeting for Right of Way, Sediment Control, Well or Septic  Permits",0.9142222291192652,0.05714285714285705
3434,Persons Permitted or Required to Obtain a Mechanical Permit,0.9147229883774771,0.0714285714285714
3435,Miss Utility,0.9150847505755733,-0.4142857142857146
3436,Reporting Housing Opportunities Commission (HOC) Program Fraud,0.9169831435026518,0.04285714285714293
3437,Adult Drug Court Program - Rollins Avenue,0.9195204294914279,0.04285714285714293
3438,Incentives for Energy Efficiency and Renewable Energy Home Improvements,0.9199797755966422,0.02857142857142858
3439,Procurement Contract Information,0.9244663112467457,0.042857142857142705
3440,Room Rental Transient Tax Application,0.9249306488106521,-0.028571428571428525
3441,Special Order Not Received on Schedule Delivery Date,0.9250010482967902,0.04285714285714287
3442,Payment of Code Enforcement Citations,0.9254805706164418,-0.028571428571428525
3443,Clogged Storm Drain,0.9312176192224371,1.2142857142857153
3444,Location of County's Farmer's Markets,0.9314603402768865,0.04285714285714293
3445,Status of a DPS Request for Information,0.932560578518156,0.18571428571428683
3446,Enforcement and or Provision of Handicapped Parking by a Landlord,0.9326442081151256,0.02857142857142858
3447,Clarification of Alcohol Law or Regulation in Licensed Business,0.9328772135850709,0.02857142857142858
3448,Penalty for Late Rent Payment,0.9333525081419123,-0.028571428571428525
3449,"Transfer an Income Support Case to another Jurisdiction in Maryland, Rockville Office",0.9334846062304487,0.028571428571428692
3450,"Emergency Fuel, Chemical or Oil Spills Which Pose an Immediate Threat to Public Health",0.9358726620187904,-0.014285714285714263
3451,M-NCPPC Sector or Master Plans,0.9358726620187904,-0.014285714285714263
3452,Single Family Loan Program to Pay Special Assessments From Condominium/ Homeowners' Association,0.9358726620187904,-0.014285714285714263
3453,Change on Alcoholic Beverage License,0.9358726620187904,-0.014285714285714263
3454,Employee - Open Enrollment Preview and Legal Notices Mailing,0.9358726620187904,-0.014285714285714263
3455,Copy of a Training Catalog/Schedule,0.9358726620187904,-0.014285714285714263
3456,Tax Bill Requested for Enrollment of Child in School,0.9358726620187904,-0.014285714285714263
3457,Requesting a Specific Commercial Construction Inspector,0.9358726620187904,-0.014285714285714263
3458,Income-Eligible Energy Efficiency Programs,0.9358726620187904,-0.014285714285714263
3459,Developmental Disabilities Administration State of Maryland,0.9358726620187904,-0.014285714285714263
3460,Diabetes Self Management,0.9358726620187904,-0.014285714285714263
3461,Speaker/Workshop Request Regarding Rainscapes Practices for Yards and Landscaping,0.9358726620187904,-0.014285714285714263
3462,AccessMCG (MCERP) - Having Trouble Viewing Pay Advice Online,0.9358726620187904,-0.014285714285714263
3463,Court Ordered Psychiatric Evaluation,0.9358726620187904,-0.014285714285714263
3464,Wires Down (CONDITION RED ONLY),0.9358726620187904,-0.014285714285714263
3465,Bethesda Senior Center,0.9362160170154354,-0.028571428571428525
3466,Family Caregiving Program for Seniors,0.9369388077501161,-0.042857142857142705
3467,Previously Attended MPDU Classes But Never Submitted the MPDU Application at the Application Session Or Attended Classes and Can't Remember When Classes Were Taken,0.938514354730542,0.02857142857142858
3468,Using a Current Copy of State or County License for Reciprocity When Renewing Electrical License,0.9391711358167123,-0.02857142857142858
3469,M-NCPPC Bike Trails in Parks,0.9391711358167123,-0.02857142857142858
3470,Annual Rental Facility Occupancy Survey,0.9398156129893077,0.8714285714285719
3471,Cost of Parking in Bethesda,0.9400965342122531,-0.05714285714285716
3472,"Complaint Against a Specific Merchant, Vendor or Retailer",0.9409761501995817,0.07142857142857117
3473,Office of the Fire Chief,0.9413656299182707,-0.02857142857142858
3474,Adventist Community Services,0.9431049598090107,0.01428571428571429
3475,Approval of Homeowners' or Civic Association to Obtain a Building Permit,0.9431049598090107,0.01428571428571429
3476,Bill for Grass Cutting,0.9431049598090107,0.01428571428571429
3477,Disclosure of Personal Information Over the Phone or Internet,0.9431049598090107,0.01428571428571429
3478,Air Quality Index,0.9431049598090107,0.01428571428571429
3479,Housing Emergency Silver Spring,0.9431049598090107,0.01428571428571429
3480,DEP (Environmental) Staff Compliment,0.9431049598090107,0.01428571428571429
3481,Grass Repair after Driveway Apron or Sidewalk Replacement,0.9436349651304745,-0.02857142857142858
3482,"Length of Time to Obtain a Building Permit for a House, Townhouse and Their Accessory Structures",0.9440492385087864,0.09999999999999964
3483,Plowing of Non-County Streets,0.9448722597421909,-0.014285714285714263
3484,Statute of Limitations on Appeal of Building Permit,0.9448722597421909,-0.014285714285714263
3485,"Trash, Litter, Debris, Solid Waste on Private Property",0.9448722597421909,-0.014285714285714263
3486,Definition of Rezoning Tax,0.9448722597421909,-0.014285714285714263
3487,Rude or Impolite Alcoholic Beverage Services Store Clerk,0.9448722597421909,-0.014285714285714263
3488,Employee - CareFirst Data Breach,0.9448722597421909,-0.014285714285714263
3489,Time to Issue an Electrical Permit,0.9448722597421909,-0.014285714285714263
3490,Employee Compensation Questions,0.9453192836366635,-0.05714285714285716
3491,"Medical Assistance or Medicaid, Dental Issues for Children",0.9454813422635887,0.04285714285714293
3492,Reciprocate an Electrical License,0.9459537189601874,-0.12857142857142811
